[0] Time Stamp,Level,ProviderGuid,EventId,Pid,Tid,ActivityId,LogId,Tag,Msg,SchemaID
2026-03-26T13:44:27.0750796Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwHeartbeatTracker","MainLoop","Writing ETW heartbeat - periodic processing indicator. IterationConstant: 12, PreviousHeartbeatSentUtc: 2026-03-26T13:44:22.056, LastHeartbeatReceivedUtc: 2026-03-26T13:44:24.262, CyclesSinceLastHeartbeat: 0", [0]
2026-03-26T13:44:53.9510703Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Diagnostic heartbeat emitted. CurrentRawDataQueueSize: 0, UptimeSec: 2852, EtwEventsDropped: 0, EtwEventsLost: 0, AggregatedMetricsDropped: 0, IsNearingEtwQueueLimit: 0, IsNearingAggregationQueueLimit: 0, IsShuttingDown: false", [0]
2026-03-26T13:45:00.0291372Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","EventsProcessedLastPeriod: 0", [0]
2026-03-26T13:45:00.0291824Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Attempting to enumerate all active ETW sessions for provider. ProviderId: ""{EDC24920-E004-40F6-A8E1-0E6E48F39D84}"", Shutdown: false", [0]
2026-03-26T13:45:00.0292113Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","The requested provider Id is enabled in the following session(s). EnableCount: 1", [0]
2026-03-26T13:45:00.0293086Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Session details. SessionName: ""NativeMetricsExtension_Provider"", IsIndependentSessionMode: true, LogFileModeFlags: 142606592, BufferSizeKb: 1024, MinBuffers: 8, MaxBuffers: 64, CurrentBuffers: 8, BuffersFree: 8, BuffersWritten: 571, BuffersLost: 0, EventsLost: 0", [0]
2026-03-26T13:45:00.0293262Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MonitoringAccountManagersCollection","MainLoop","Input data collected. EventsLostLastPeriod: 0, EventsDroppedLastPeriod: 0", [0]
2026-03-26T13:45:00.0293601Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Interning cache state. NextClearTimeUtc: 2026-03-26T13:47:23.274, VolatileCurrentSize: 1, VolatileCurrentSizeInBytes: 120, VolatileSecondarySize: 0, VolatileSecondarySizeInBytes: 0, StaticCacheSize: 46, StaticCacheSizeInBytes: 5712", [0]
2026-03-26T13:45:00.0294251Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Job object info. Job object analysed: ""Job object of ME"", Info: "" TotalUserTime: 62500, TotalKernelTime: 234375, ThisPeriodTotalUserTime: 62500, ThisPeriodTotalKernelTime: 234375, TotalProcesses: 2, ActiveProcesses: 2, PeakProcessMemoryUsed:16949248, PeakJobMemoryUsed: 23597056, RateControlEnabled: 1""", [0]
2026-03-26T13:45:23.9634049Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Diagnostic heartbeat emitted. CurrentRawDataQueueSize: 0, UptimeSec: 2882, EtwEventsDropped: 0, EtwEventsLost: 0, AggregatedMetricsDropped: 0, IsNearingEtwQueueLimit: 0, IsNearingAggregationQueueLimit: 0, IsShuttingDown: false", [0]
